employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score,TrainingPerformance,TrainingEffectiveness,WorkforceStability,RetentionRisk,Region_Display,Top_Performer
1502,R&D,region_4,Masters & above,m,sourcing,1,37,4,2,0,0,84,High,Medium,Low,High Risk,Region 4,No
66259,Operations,region_16,Bachelors,m,other,1,37,3,2,1,0,59,Medium,Medium,Low,High Risk,Region 16,No
23766,Analytics,region_10,Bachelors,m,other,1,27,3,2,1,0,82,High,Medium,Low,High Risk,Region 10,No
51390,Technology,region_7,Bachelors,m,other,1,29,4,3,1,0,83,High,Medium,Medium,Medium Risk,Region 7,No
72914,Sales & Marketing,region_23,Bachelors,m,sourcing,1,37,3,8,0,0,49,Low,Medium,Medium,Medium Risk,Region 23,No
64739,Sales & Marketing,region_26,Bachelors,m,sourcing,3,40,3,10,0,0,51,Medium,Medium,Medium,Medium Risk,Region 26,No
21153,Technology,region_7,Masters & above,m,sourcing,1,37,3,10,0,0,81,High,Medium,Medium,Medium Risk,Region 7,No
41632,Sales & Marketing,region_31,Bachelors,m,sourcing,2,33,3,9,0,0,47,Low,Medium,Medium,Medium Risk,Region 31,No
53041,Operations,region_15,Bachelors,m,other,1,30,4,2,1,0,64,Medium,Medium,Low,High Risk,Region 15,No
11480,Sales & Marketing,region_21,Bachelors,m,sourcing,1,33,3,7,0,0,49,Low,Medium,Medium,Medium Risk,Region 21,No
3666,Sales & Marketing,region_17,Bachelors,m,other,1,26,3,3,0,0,43,Low,Medium,Medium,Medium Risk,Region 17,No
68914,Operations,region_25,Bachelors,f,sourcing,1,27,5,3,1,0,60,Medium,Medium,Medium,Medium Risk,Region 25,No
10105,Operations,region_19,Bachelors,m,other,1,36,4,4,1,0,58,Medium,Medium,Medium,Medium Risk,Region 19,No
54417,R&D,region_22,Masters & above,m,other,2,33,3,9,1,0,90,High,Medium,High,Medium Risk,Region 22,No
17485,Procurement,region_2,Masters & above,m,sourcing,1,44,1,5,0,0,74,Medium,Low,Medium,High Risk,Region 2,No
63485,Procurement,region_14,Bachelors,f,other,1,29,5,2,1,0,70,Medium,Medium,Low,High Risk,Region 14,No
33678,Sales & Marketing,region_15,Masters & above,m,other,2,35,3,3,0,0,53,Medium,Medium,Medium,Medium Risk,Region 15,No
21026,Technology,region_27,Bachelors,m,other,1,44,1,4,1,0,79,High,Low,Medium,High Risk,Region 27,No
20407,Sales & Marketing,region_25,Bachelors,m,sourcing,2,29,3,6,0,0,47,Low,Medium,Medium,Medium Risk,Region 25,No
68933,Operations,region_14,Bachelors,m,sourcing,1,30,3,2,1,0,58,Medium,Medium,Low,High Risk,Region 14,No
7866,Procurement,region_2,Masters & above,f,other,1,40,5,11,1,0,72,Medium,Medium,High,Medium Risk,Region 2,No
51363,Analytics,region_31,Masters & above,m,other,1,37,3,9,0,0,83,High,Medium,Medium,Medium Risk,Region 31,No
37310,Sales & Marketing,region_11,Bachelors,m,other,1,24,3,1,0,0,45,Low,Medium,Low,High Risk,Region 11,No
38712,Operations,region_7,Masters & above,m,other,1,38,3,4,0,0,64,Medium,Medium,Medium,Medium Risk,Region 7,No
24250,Operations,region_22,Masters & above,f,other,1,50,4,17,0,0,59,Medium,Medium,Medium,Medium Risk,Region 22,No
73208,Sales & Marketing,region_2,Masters & above,m,other,1,37,1,12,0,0,48,Low,Low,Medium,High Risk,Region 2,No
4022,Analytics,region_14,Bachelors,m,sourcing,1,27,5,4,1,0,81,High,Medium,Medium,Medium Risk,Region 14,No
6411,Operations,region_32,Bachelors,m,other,1,35,3,6,0,0,74,Medium,Medium,Medium,Medium Risk,Region 32,No
69607,Operations,region_20,Masters & above,f,other,1,33,5,3,0,0,75,High,Medium,Medium,Medium Risk,Region 20,No
72483,Sales & Marketing,region_11,Bachelors,m,other,1,24,1,2,0,0,47,Low,Low,Low,High Risk,Region 11,No
13350,Sales & Marketing,region_12,Bachelors,m,sourcing,1,25,3,1,0,0,50,Medium,Medium,Low,High Risk,Region 12,No
15192,Technology,region_22,Masters & above,m,other,1,43,1,12,0,0,78,High,Low,Medium,High Risk,Region 22,No
66704,Sales & Marketing,region_31,Bachelors,m,other,1,33,5,3,1,0,52,Medium,Medium,Medium,Medium Risk,Region 31,No
60756,Procurement,region_10,Masters & above,f,other,1,45,3,17,0,0,73,Medium,Medium,Medium,Medium Risk,Region 10,No
36333,Sales & Marketing,region_19,Bachelors,m,sourcing,3,35,4,7,1,0,51,Medium,High,High,Low Risk,Region 19,No
15436,Procurement,region_7,Bachelors,f,other,2,40,3,10,0,0,70,Medium,Medium,Medium,Medium Risk,Region 7,No
46344,Operations,region_26,Bachelors,m,other,1,28,3,4,0,0,90,High,Medium,Medium,Medium Risk,Region 26,No
11910,Procurement,region_2,Bachelors,m,other,1,36,4,9,0,0,63,Medium,Medium,Medium,Medium Risk,Region 2,No
19336,Operations,region_4,Bachelors,m,other,1,40,3,1,1,0,62,Medium,Medium,Low,High Risk,Region 4,No
22213,Procurement,region_34,Bachelors,m,other,1,28,3,5,1,0,68,Medium,Medium,High,Medium Risk,Region 34,No
54450,HR,region_25,Bachelors,f,other,1,26,3,2,0,0,50,Medium,Medium,Low,High Risk,Region 25,No
28980,Procurement,region_15,Masters & above,f,sourcing,1,35,1,10,0,0,67,Medium,Low,Medium,High Risk,Region 15,No
33601,Operations,region_2,Masters & above,m,other,1,42,5,12,0,0,74,Medium,Medium,Medium,Medium Risk,Region 2,No
56936,Operations,region_15,Bachelors,f,other,1,33,4,5,1,0,57,Medium,Medium,High,Medium Risk,Region 15,No
64345,Sales & Marketing,region_22,Masters & above,m,sourcing,1,46,4,5,0,0,47,Low,Medium,Medium,Medium Risk,Region 22,No
20309,Finance,region_13,Masters & above,m,other,2,33,5,7,1,0,57,Medium,High,High,Low Risk,Region 13,No
21959,Technology,region_22,Bachelors,m,other,1,24,3,1,0,0,82,High,Medium,Low,High Risk,Region 22,No
34467,Procurement,region_8,Masters & above,f,other,1,31,3,5,0,0,67,Medium,Medium,Medium,Medium Risk,Region 8,No
12221,HR,region_15,Bachelors,m,other,1,30,3,7,0,0,44,Low,Medium,Medium,Medium Risk,Region 15,No
22778,Sales & Marketing,region_13,Bachelors,m,other,1,34,2,8,0,0,49,Low,Low,Medium,High Risk,Region 13,No
71875,Analytics,region_21,Bachelors,m,other,1,26,3,3,0,0,87,High,Medium,Medium,Medium Risk,Region 21,No
181,Legal,region_2,Bachelors,m,sourcing,1,43,5,6,0,0,58,Medium,Medium,Medium,Medium Risk,Region 2,No
13901,Sales & Marketing,region_4,Masters & above,f,other,1,36,4,3,1,0,48,Low,Medium,Medium,Medium Risk,Region 4,No
29067,Operations,region_2,Bachelors,f,sourcing,1,33,4,9,1,0,55,Medium,Medium,High,Medium Risk,Region 2,No
22425,Operations,region_10,Bachelors,f,other,2,31,3,1,0,0,58,Medium,Medium,Low,High Risk,Region 10,No
26558,Technology,region_7,Masters & above,m,sourcing,1,47,5,15,1,0,80,High,Medium,High,Medium Risk,Region 7,No
31777,Sales & Marketing,region_2,Masters & above,m,other,2,36,5,4,1,0,49,Low,High,Medium,Medium Risk,Region 2,No
60992,Procurement,region_11,Bachelors,m,sourcing,1,36,5,8,1,0,67,Medium,Medium,High,Medium Risk,Region 11,No
54607,Sales & Marketing,region_11,Bachelors,m,sourcing,1,47,3,11,0,0,50,Medium,Medium,Medium,Medium Risk,Region 11,No
35201,Technology,region_4,Masters & above,m,sourcing,1,42,4,3,0,0,83,High,Medium,Medium,Medium Risk,Region 4,No
59719,Operations,region_14,Bachelors,m,sourcing,1,41,3,3,0,0,62,Medium,Medium,Medium,Medium Risk,Region 14,No
11104,Procurement,region_22,Bachelors,m,referred,3,27,5,3,1,0,67,Medium,High,Medium,Medium Risk,Region 22,No
49810,Analytics,region_3,Bachelors,m,other,2,30,3,2,1,1,84,High,Medium,Medium,Medium Risk,Region 3,Yes
35790,R&D,region_2,Bachelors,m,sourcing,2,33,5,10,1,0,85,High,High,High,Low Risk,Region 2,No
40170,Analytics,region_11,Bachelors,m,other,2,26,5,3,0,0,82,High,High,Medium,Medium Risk,Region 11,No
13742,Operations,region_2,Bachelors,m,sourcing,1,30,4,4,1,0,57,Medium,Medium,Medium,Medium Risk,Region 2,No
22654,Operations,region_14,Bachelors,m,other,1,32,1,3,1,0,58,Medium,Low,Medium,High Risk,Region 14,No
54593,Analytics,region_22,Bachelors,f,sourcing,1,29,1,2,0,0,86,High,Low,Low,High Risk,Region 22,No
10676,Technology,region_31,Bachelors,f,sourcing,1,32,3,4,0,0,77,High,Medium,Medium,Medium Risk,Region 31,No
43696,Sales & Marketing,region_2,Bachelors,f,sourcing,1,33,1,6,1,0,49,Low,Low,High,High Risk,Region 2,No
415,Operations,region_27,Bachelors,f,sourcing,2,28,5,3,1,1,60,Medium,High,Medium,Medium Risk,Region 27,Yes
50537,Technology,region_2,Bachelors,m,sourcing,1,30,3,6,1,0,81,High,Medium,High,Medium Risk,Region 2,No
19443,Procurement,region_2,Below Secondary,m,sourcing,2,22,3,1,1,0,70,Medium,Medium,Low,High Risk,Region 2,No
50237,Finance,region_2,Below Secondary,m,sourcing,2,25,3,1,0,0,61,Medium,Medium,Low,High Risk,Region 2,No
26609,Operations,region_2,Bachelors,m,sourcing,1,55,3,4,0,0,54,Medium,Medium,Medium,Medium Risk,Region 2,No
18739,Procurement,region_19,Bachelors,m,other,1,38,3,5,0,0,71,Medium,Medium,Medium,Medium Risk,Region 19,No
14194,Operations,region_7,Masters & above,f,other,1,55,5,14,1,0,93,High,Medium,High,Medium Risk,Region 7,No
31998,Sales & Marketing,region_23,Masters & above,m,sourcing,2,35,1,5,0,0,47,Low,Low,Medium,High Risk,Region 23,No
68410,Sales & Marketing,region_2,Bachelors,m,other,1,29,4,2,0,0,58,Medium,Medium,Low,High Risk,Region 2,No
59511,Sales & Marketing,region_26,Bachelors,m,other,2,34,3,3,0,0,52,Medium,Medium,Medium,Medium Risk,Region 26,No
41326,Procurement,region_12,Bachelors,m,sourcing,1,29,5,2,1,0,74,Medium,Medium,Low,High Risk,Region 12,No
30387,Analytics,region_32,Bachelors,m,sourcing,1,27,5,3,0,0,78,High,Medium,Medium,Medium Risk,Region 32,No
37823,Procurement,region_2,Bachelors,m,sourcing,1,47,2,18,0,0,71,Medium,Low,Medium,High Risk,Region 2,No
25982,Sales & Marketing,region_4,Bachelors,m,sourcing,1,53,4,7,0,0,50,Medium,Medium,Medium,Medium Risk,Region 4,No
21358,Procurement,region_17,Bachelors,m,other,1,27,3,1,0,0,68,Medium,Medium,Low,High Risk,Region 17,No
57509,Operations,region_29,Bachelors,m,other,1,31,3,5,0,0,69,Medium,Medium,Medium,Medium Risk,Region 29,No
31377,Operations,region_7,Bachelors,f,sourcing,1,38,4,3,0,0,62,Medium,Medium,Medium,Medium Risk,Region 7,No
36038,Analytics,region_16,Bachelors,m,other,1,26,4,4,0,0,88,High,Medium,Medium,Medium Risk,Region 16,No
28713,Analytics,region_7,Bachelors,f,other,1,34,1,4,0,0,86,High,Low,Medium,High Risk,Region 7,No
19744,Analytics,region_22,Bachelors,m,sourcing,2,28,3,6,0,0,88,High,Medium,Medium,Medium Risk,Region 22,No
55928,Sales & Marketing,region_13,Bachelors,m,other,1,46,5,16,1,0,51,Medium,Medium,High,Medium Risk,Region 13,No
31749,Legal,region_2,Masters & above,m,other,1,45,1,15,0,0,63,Medium,Low,Medium,High Risk,Region 2,No
7941,Analytics,region_2,Bachelors,m,other,2,34,3,7,1,0,85,High,Medium,High,Medium Risk,Region 2,No
8255,Finance,region_27,Bachelors,f,other,1,28,4,6,1,0,72,Medium,Medium,High,Medium Risk,Region 27,No
39861,HR,region_2,Bachelors,f,sourcing,1,40,1,11,0,0,50,Medium,Low,Medium,High Risk,Region 2,No
10378,Finance,region_23,Masters & above,m,sourcing,3,36,3,7,0,0,58,Medium,Medium,Medium,Medium Risk,Region 23,No
3905,Analytics,region_7,Masters & above,m,other,1,42,4,6,0,0,87,High,Medium,Medium,Medium Risk,Region 7,No
37359,Sales & Marketing,region_22,Masters & above,m,sourcing,2,36,1,10,0,0,45,Low,Low,Medium,High Risk,Region 22,No
23546,Procurement,region_7,Bachelors,f,sourcing,1,33,1,6,0,1,69,Medium,Low,Medium,High Risk,Region 7,No
75483,Technology,region_1,Masters & above,f,sourcing,1,36,2,5,0,0,77,High,Low,Medium,High Risk,Region 1,No
50961,Sales & Marketing,region_10,Masters & above,m,sourcing,1,34,1,7,0,0,46,Low,Low,Medium,High Risk,Region 10,No
82,Sales & Marketing,region_13,Masters & above,m,other,1,49,4,5,0,0,51,Medium,Medium,Medium,Medium Risk,Region 13,No
61244,Technology,region_16,Bachelors,f,other,1,33,3,5,0,0,81,High,Medium,Medium,Medium Risk,Region 16,No
19859,Procurement,region_11,Masters & above,f,other,1,38,5,4,1,0,67,Medium,Medium,Medium,Medium Risk,Region 11,No
10260,Sales & Marketing,region_32,Bachelors,m,other,1,28,1,5,0,0,47,Low,Low,Medium,High Risk,Region 32,No
64373,Sales & Marketing,region_19,Bachelors,m,sourcing,2,46,4,8,0,0,51,Medium,High,Medium,Medium Risk,Region 19,No
62436,Operations,region_34,Bachelors,m,sourcing,1,29,3,1,1,0,64,Medium,Medium,Low,High Risk,Region 34,No
20739,Analytics,region_22,Bachelors,m,other,2,24,3,1,0,0,83,High,Medium,Low,High Risk,Region 22,No
10043,Operations,region_13,Masters & above,m,other,1,52,5,17,0,0,70,Medium,Medium,Medium,Medium Risk,Region 13,No
18640,Technology,region_23,Bachelors,m,sourcing,1,31,5,6,1,1,93,High,Medium,High,Medium Risk,Region 23,Yes
59299,Operations,region_22,Bachelors,m,other,1,42,4,14,1,0,61,Medium,Medium,High,Medium Risk,Region 22,No
24531,Operations,region_5,Masters & above,m,other,1,39,3,10,0,0,58,Medium,Medium,Medium,Medium Risk,Region 5,No
72844,Finance,region_2,Bachelors,f,other,1,28,4,6,1,0,61,Medium,Medium,High,Medium Risk,Region 2,No
59212,Sales & Marketing,region_22,Bachelors,f,other,1,41,3,8,0,0,52,Medium,Medium,Medium,Medium Risk,Region 22,No
1365,HR,region_2,Bachelors,m,other,1,44,3,16,0,0,48,Low,Medium,Medium,Medium Risk,Region 2,No
56898,Sales & Marketing,region_2,Bachelors,m,sourcing,1,38,3,4,1,0,46,Low,Medium,Medium,Medium Risk,Region 2,No
75734,Analytics,region_27,Bachelors,m,other,1,29,5,3,1,0,86,High,Medium,Medium,Medium Risk,Region 27,No
57182,HR,region_26,Bachelors,f,sourcing,1,27,3,1,0,0,48,Low,Medium,Low,High Risk,Region 26,No
75283,Sales & Marketing,region_19,Bachelors,m,sourcing,1,34,3,6,0,0,49,Low,Medium,Medium,Medium Risk,Region 19,No
8249,Finance,region_22,Bachelors,f,other,1,26,3,1,1,0,58,Medium,Medium,Low,High Risk,Region 22,No
53531,Operations,region_2,Masters & above,m,sourcing,1,53,3,11,0,0,60,Medium,Medium,Medium,Medium Risk,Region 2,No
40862,Sales & Marketing,region_4,Bachelors,m,sourcing,2,27,1,4,0,0,48,Low,Low,Medium,High Risk,Region 4,No
1083,Analytics,region_31,Bachelors,m,other,1,37,3,6,1,0,83,High,Medium,High,Medium Risk,Region 31,No
75994,Operations,region_26,Masters & above,f,sourcing,1,32,4,6,1,0,59,Medium,Medium,High,Medium Risk,Region 26,No
76167,Analytics,region_26,Bachelors,m,other,1,32,3,7,0,0,86,High,Medium,Medium,Medium Risk,Region 26,No
61330,Sales & Marketing,region_2,Masters & above,m,other,2,37,3,3,1,0,53,Medium,Medium,Medium,Medium Risk,Region 2,No
77524,Sales & Marketing,region_22,Bachelors,m,other,1,48,4,3,0,0,52,Medium,Medium,Medium,Medium Risk,Region 22,No
75714,Sales & Marketing,region_13,Bachelors,m,other,1,32,4,3,0,0,55,Medium,Medium,Medium,Medium Risk,Region 13,No
26588,Operations,region_7,Masters & above,m,sourcing,2,34,4,10,0,0,60,Medium,High,Medium,Medium Risk,Region 7,No
18532,HR,region_2,Bachelors,m,other,1,31,3,2,0,0,48,Low,Medium,Low,High Risk,Region 2,No
37620,Sales & Marketing,region_10,Masters & above,m,other,1,32,4,3,0,0,48,Low,Medium,Medium,Medium Risk,Region 10,No
44010,Procurement,region_2,Masters & above,m,other,1,45,1,3,1,0,70,Medium,Low,Medium,High Risk,Region 2,No
36990,Sales & Marketing,region_2,Bachelors,f,other,2,35,1,7,0,0,48,Low,Low,Medium,High Risk,Region 2,No
36140,Sales & Marketing,region_4,Masters & above,m,sourcing,1,34,4,6,0,0,50,Medium,Medium,Medium,Medium Risk,Region 4,No
60899,Procurement,region_4,Masters & above,m,sourcing,1,55,4,10,0,0,68,Medium,Medium,Medium,Medium Risk,Region 4,No
27390,Technology,region_33,Bachelors,m,sourcing,1,48,3,6,0,0,81,High,Medium,Medium,Medium Risk,Region 33,No
58054,Sales & Marketing,region_23,Masters & above,m,other,1,35,5,6,1,0,49,Low,Medium,High,Medium Risk,Region 23,No
32807,Analytics,region_29,Bachelors,m,other,2,32,1,7,0,0,87,High,Low,Medium,High Risk,Region 29,No
28737,HR,region_22,Masters & above,m,other,1,39,3,4,0,0,46,Low,Medium,Medium,Medium Risk,Region 22,No
65681,R&D,region_25,Masters & above,m,other,1,34,5,10,0,0,88,High,Medium,Medium,Medium Risk,Region 25,No
50906,Technology,region_7,Bachelors,m,other,1,24,3,1,0,0,76,High,Medium,Low,High Risk,Region 7,No
65503,Finance,region_27,Bachelors,m,sourcing,1,31,3,5,1,0,57,Medium,Medium,High,Medium Risk,Region 27,No
48535,Sales & Marketing,region_15,Bachelors,m,sourcing,2,28,4,8,1,0,47,Low,High,High,Low Risk,Region 15,No
27930,Operations,region_5,Bachelors,f,sourcing,1,33,3,4,0,0,63,Medium,Medium,Medium,Medium Risk,Region 5,No
38789,Sales & Marketing,region_4,Bachelors,f,other,1,33,4,3,0,0,49,Low,Medium,Medium,Medium Risk,Region 4,No
31674,Procurement,region_9,Bachelors,m,sourcing,1,27,1,3,1,0,71,Medium,Low,Medium,High Risk,Region 9,No
27757,Sales & Marketing,region_2,Bachelors,m,other,2,34,3,6,0,0,51,Medium,Medium,Medium,Medium Risk,Region 2,No
42766,Procurement,region_13,Bachelors,f,other,1,33,5,5,0,0,67,Medium,Medium,Medium,Medium Risk,Region 13,No
37897,HR,region_23,Bachelors,m,other,1,32,3,4,1,1,51,Medium,Medium,Medium,Medium Risk,Region 23,Yes
69119,Operations,region_26,Bachelors,f,other,1,34,5,5,1,0,59,Medium,Medium,High,Medium Risk,Region 26,No
5726,Operations,region_15,Bachelors,f,other,1,32,3,6,1,0,57,Medium,Medium,High,Medium Risk,Region 15,No
52216,Procurement,region_7,Masters & above,f,sourcing,1,47,3,4,0,0,69,Medium,Medium,Medium,Medium Risk,Region 7,No
44275,Technology,region_2,Masters & above,f,other,2,36,2,2,1,0,81,High,Low,Low,High Risk,Region 2,No
11107,Legal,region_2,Bachelors,m,sourcing,1,29,5,4,1,0,56,Medium,Medium,Medium,Medium Risk,Region 2,No
23884,Sales & Marketing,region_2,Bachelors,f,sourcing,1,42,3,3,1,1,48,Low,Medium,Medium,Medium Risk,Region 2,Yes
26426,Technology,region_2,Bachelors,m,referred,1,27,3,1,1,0,78,High,Medium,Low,High Risk,Region 2,No
29920,Analytics,region_34,Bachelors,m,sourcing,1,28,3,5,0,0,77,High,Medium,Medium,Medium Risk,Region 34,No
15498,Procurement,region_7,Masters & above,m,sourcing,3,37,3,9,0,0,71,Medium,Medium,Medium,Medium Risk,Region 7,No
45328,Sales & Marketing,region_2,Bachelors,m,sourcing,1,45,5,16,1,0,52,Medium,Medium,High,Medium Risk,Region 2,No
16825,Procurement,region_13,Masters & above,m,sourcing,1,41,1,6,0,0,73,Medium,Low,Medium,High Risk,Region 13,No
66231,Procurement,region_17,Bachelors,m,sourcing,1,28,4,3,0,0,67,Medium,Medium,Medium,Medium Risk,Region 17,No
5588,Analytics,region_7,Bachelors,m,other,1,33,5,4,1,0,85,High,Medium,Medium,Medium Risk,Region 7,No
37414,Analytics,region_15,Bachelors,m,other,1,40,5,11,0,0,87,High,Medium,Medium,Medium Risk,Region 15,No
77673,Sales & Marketing,region_2,Bachelors,m,other,2,58,1,6,0,0,46,Low,Low,Medium,High Risk,Region 2,No
4070,Sales & Marketing,region_24,Bachelors,m,other,1,37,2,2,0,0,46,Low,Low,Low,High Risk,Region 24,No
9505,Technology,region_22,Bachelors,f,sourcing,1,29,3,1,1,0,80,High,Medium,Low,High Risk,Region 22,No
39253,Sales & Marketing,region_30,Bachelors,m,other,1,32,5,4,0,0,48,Low,Medium,Medium,Medium Risk,Region 30,No
41456,Analytics,region_2,Masters & above,m,sourcing,1,40,3,11,0,0,87,High,Medium,Medium,Medium Risk,Region 2,No
31058,Procurement,region_7,Bachelors,f,other,2,28,5,2,1,0,70,Medium,High,Low,High Risk,Region 7,No
38578,Operations,region_15,Bachelors,f,sourcing,1,31,5,5,0,0,61,Medium,Medium,Medium,Medium Risk,Region 15,No
43795,Operations,region_15,Bachelors,f,other,1,39,4,4,0,0,55,Medium,Medium,Medium,Medium Risk,Region 15,No
54678,Finance,region_7,Bachelors,m,other,1,34,3,5,0,0,58,Medium,Medium,Medium,Medium Risk,Region 7,No
65031,Finance,region_22,Bachelors,m,other,2,27,1,2,0,0,61,Medium,Low,Low,High Risk,Region 22,No
20992,Operations,region_2,Bachelors,f,other,1,33,4,8,0,0,71,Medium,Medium,Medium,Medium Risk,Region 2,No
31580,Procurement,region_2,Bachelors,m,other,1,51,3,6,1,0,70,Medium,Medium,High,Medium Risk,Region 2,No
58329,Technology,region_13,Masters & above,m,sourcing,1,54,3,14,0,0,79,High,Medium,Medium,Medium Risk,Region 13,No
53150,Procurement,region_2,Bachelors,f,other,1,29,4,4,0,0,67,Medium,Medium,Medium,Medium Risk,Region 2,No
23235,Technology,region_2,Masters & above,f,sourcing,1,56,5,16,1,0,79,High,Medium,High,Medium Risk,Region 2,No
69006,Sales & Marketing,region_15,Bachelors,m,sourcing,1,27,3,3,0,0,51,Medium,Medium,Medium,Medium Risk,Region 15,No
60552,Operations,region_32,Bachelors,m,other,1,33,3,6,1,0,56,Medium,Medium,High,Medium Risk,Region 32,No
61900,Sales & Marketing,region_15,Bachelors,m,other,1,23,3,1,0,0,49,Low,Medium,Low,High Risk,Region 15,No
16916,Sales & Marketing,region_7,Bachelors,m,sourcing,1,41,1,5,1,0,46,Low,Low,High,High Risk,Region 7,No
26477,Technology,region_23,Bachelors,f,sourcing,1,33,3,5,0,0,78,High,Medium,Medium,Medium Risk,Region 23,No
76994,Sales & Marketing,region_2,Bachelors,m,other,2,27,4,2,1,0,48,Low,High,Low,High Risk,Region 2,No
44827,Procurement,region_2,Bachelors,f,other,1,56,4,24,0,0,67,Medium,Medium,Medium,Medium Risk,Region 2,No
59193,Sales & Marketing,region_26,Bachelors,m,other,1,26,3,1,0,0,48,Low,Medium,Low,High Risk,Region 26,No
44286,Procurement,region_23,Masters & above,m,other,2,37,3,2,0,0,70,Medium,Medium,Low,High Risk,Region 23,No
74490,Technology,region_2,Bachelors,f,sourcing,2,28,3,2,0,0,81,High,Medium,Low,High Risk,Region 2,No
28192,Technology,region_7,Masters & above,m,referred,1,47,3,4,1,0,81,High,Medium,Medium,Medium Risk,Region 7,No
9681,Procurement,region_13,Bachelors,m,other,1,29,3,1,0,0,71,Medium,Medium,Low,High Risk,Region 13,No
58502,Operations,region_2,Bachelors,f,other,2,33,3,5,0,0,56,Medium,Medium,Medium,Medium Risk,Region 2,No
5062,Legal,region_13,Bachelors,m,other,1,26,3,1,0,0,58,Medium,Medium,Low,High Risk,Region 13,No
17033,Operations,region_13,Bachelors,m,sourcing,1,35,4,4,0,0,62,Medium,Medium,Medium,Medium Risk,Region 13,No
77867,Finance,region_23,Masters & above,m,other,1,40,5,6,1,0,56,Medium,Medium,High,Medium Risk,Region 23,No
54785,Operations,region_27,Bachelors,f,other,1,40,3,12,0,0,61,Medium,Medium,Medium,Medium Risk,Region 27,No
12623,Sales & Marketing,region_22,Bachelors,m,other,1,20,2,2,0,0,47,Low,Low,Low,High Risk,Region 22,No
17622,Procurement,region_2,Bachelors,f,other,1,40,3,6,0,0,68,Medium,Medium,Medium,Medium Risk,Region 2,No
43147,Operations,region_27,Masters & above,m,sourcing,1,47,3,7,0,0,61,Medium,Medium,Medium,Medium Risk,Region 27,No
61241,R&D,region_27,Masters & above,m,sourcing,1,33,1,8,0,0,83,High,Low,Medium,High Risk,Region 27,No
50740,Sales & Marketing,region_2,Masters & above,f,other,1,37,4,3,1,0,46,Low,Medium,Medium,Medium Risk,Region 2,No
8089,Sales & Marketing,region_24,Bachelors,m,sourcing,1,31,1,3,0,0,49,Low,Low,Medium,High Risk,Region 24,No
60024,Sales & Marketing,region_30,Bachelors,m,other,1,28,3,1,0,0,49,Low,Medium,Low,High Risk,Region 30,No
70383,Operations,region_32,Bachelors,m,other,1,40,2,6,1,0,62,Medium,Low,High,High Risk,Region 32,No
54320,Technology,region_7,Bachelors,f,other,1,35,3,3,0,0,80,High,Medium,Medium,Medium Risk,Region 7,No
51413,Operations,region_28,Bachelors,m,other,1,25,4,3,1,0,58,Medium,Medium,Medium,Medium Risk,Region 28,No
21597,Sales & Marketing,region_2,Masters & above,m,sourcing,1,33,5,3,0,0,47,Low,Medium,Medium,Medium Risk,Region 2,No
49461,HR,region_2,Masters & above,m,other,1,43,5,5,1,0,53,Medium,Medium,High,Medium Risk,Region 2,No
35329,Operations,region_7,Masters & above,m,sourcing,1,32,2,7,0,0,62,Medium,Low,Medium,High Risk,Region 7,No
60162,Operations,region_22,Bachelors,m,sourcing,1,36,5,3,1,0,57,Medium,Medium,Medium,Medium Risk,Region 22,No
1242,Analytics,region_34,Bachelors,m,other,2,27,3,1,0,0,83,High,Medium,Low,High Risk,Region 34,No
14401,HR,region_2,Masters & above,f,other,1,46,3,10,0,0,47,Low,Medium,Medium,Medium Risk,Region 2,No
44085,Sales & Marketing,region_7,Bachelors,f,sourcing,2,30,1,3,0,0,49,Low,Low,Medium,High Risk,Region 7,No
46389,Legal,region_31,Masters & above,m,sourcing,1,35,3,7,0,0,60,Medium,Medium,Medium,Medium Risk,Region 31,No
59589,Technology,region_2,Masters & above,f,other,2,35,3,9,0,0,81,High,Medium,Medium,Medium Risk,Region 2,No
36005,Procurement,region_7,Masters & above,m,sourcing,1,57,1,16,1,0,73,Medium,Low,High,High Risk,Region 7,No
31832,Operations,region_22,Bachelors,m,other,2,34,3,3,0,0,64,Medium,Medium,Medium,Medium Risk,Region 22,No
33652,Sales & Marketing,region_4,Bachelors,m,sourcing,1,26,5,4,0,0,48,Low,Medium,Medium,Medium Risk,Region 4,No
67715,Sales & Marketing,region_32,Bachelors,m,other,1,29,5,2,0,0,49,Low,Medium,Low,High Risk,Region 32,No
43102,Sales & Marketing,region_32,Bachelors,f,sourcing,1,29,3,3,0,0,50,Medium,Medium,Medium,Medium Risk,Region 32,No
45375,Legal,region_22,Bachelors,m,referred,1,29,3,4,0,0,55,Medium,Medium,Medium,Medium Risk,Region 22,No
30249,Sales & Marketing,region_2,Masters & above,m,other,1,54,4,27,0,0,54,Medium,Medium,Medium,Medium Risk,Region 2,No
59029,Operations,region_32,Bachelors,m,sourcing,1,33,3,7,0,0,60,Medium,Medium,Medium,Medium Risk,Region 32,No
58084,Operations,region_2,Bachelors,f,other,1,49,4,11,0,0,58,Medium,Medium,Medium,Medium Risk,Region 2,No
16222,Technology,region_10,Bachelors,m,other,1,26,3,3,0,0,80,High,Medium,Medium,Medium Risk,Region 10,No
