work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size,Salary_USD_K,BenchmarkScope
2023,Applied Scientist,Data Science and Research,USD,136000,136000,United States,Senior,Full-time,In-person,United States,L,136,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,USD,85000,85000,United States,Mid-level,Full-time,In-person,United States,M,85,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,USD,75000,75000,United States,Mid-level,Full-time,In-person,United States,M,75,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,180250,180250,United States,Senior,Full-time,Remote,United States,M,180.3,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,118000,118000,United States,Senior,Full-time,Remote,United States,M,118,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,212800,212800,United States,Senior,Full-time,In-person,United States,L,212.8,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,111600,111600,United States,Senior,Full-time,In-person,United States,L,111.6,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,157500,157500,United States,Senior,Full-time,Remote,United States,M,157.5,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,132500,132500,United States,Senior,Full-time,Remote,United States,M,132.5,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,85000,85000,United States,Mid-level,Full-time,In-person,United States,M,85,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,75000,75000,United States,Mid-level,Full-time,In-person,United States,M,75,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,93918,93918,United States,Senior,Full-time,In-person,United States,M,93.9,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,51962,51962,United States,Senior,Full-time,In-person,United States,M,52,Data & Analytics Market Benchmark
2023,Business Intelligence Analyst,BI and Visualization,USD,171000,171000,United States,Senior,Full-time,Remote,United States,M,171,Data & Analytics Market Benchmark
2023,Business Intelligence Analyst,BI and Visualization,USD,152000,152000,United States,Senior,Full-time,Remote,United States,M,152,Data & Analytics Market Benchmark
2023,Machine Learning Engineer,Machine Learning and AI,USD,223600,223600,United States,Senior,Full-time,In-person,United States,L,223.6,Data & Analytics Market Benchmark
2023,Machine Learning Engineer,Machine Learning and AI,USD,115000,115000,United States,Senior,Full-time,In-person,United States,L,115,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,USD,166000,166000,United States,Senior,Full-time,In-person,United States,M,166,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,USD,73100,73100,United States,Senior,Full-time,In-person,United States,M,73.1,Data & Analytics Market Benchmark
2023,Business Intelligence Developer,BI and Visualization,USD,140000,140000,United States,Mid-level,Full-time,Remote,United States,M,140,Data & Analytics Market Benchmark
2023,Business Intelligence Developer,BI and Visualization,USD,110000,110000,United States,Mid-level,Full-time,Remote,United States,M,110,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,130900,130900,United States,Mid-level,Full-time,In-person,United States,M,130.9,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,72700,72700,United States,Mid-level,Full-time,In-person,United States,M,72.7,Data & Analytics Market Benchmark
2023,Machine Learning Engineer,Machine Learning and AI,USD,333500,333500,United States,Senior,Full-time,In-person,United States,M,333.5,Data & Analytics Market Benchmark
2023,Machine Learning Engineer,Machine Learning and AI,USD,144000,144000,United States,Senior,Full-time,In-person,United States,M,144,Data & Analytics Market Benchmark
2023,Business Intelligence Engineer,BI and Visualization,USD,180000,180000,United States,Senior,Full-time,Remote,United States,M,180,Data & Analytics Market Benchmark
2023,Business Intelligence Engineer,BI and Visualization,USD,118200,118200,United States,Senior,Full-time,Remote,United States,M,118.2,Data & Analytics Market Benchmark
2023,Data Architect,Data Architecture and Modeling,USD,354200,354200,United States,Senior,Full-time,Remote,United States,M,354.2,Data & Analytics Market Benchmark
2023,Data Architect,Data Architecture and Modeling,USD,221800,221800,United States,Senior,Full-time,Remote,United States,M,221.8,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,166000,166000,United States,Senior,Full-time,In-person,United States,M,166,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,73000,73000,United States,Senior,Full-time,In-person,United States,M,73,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,USD,156600,156600,United States,Senior,Full-time,Remote,United States,M,156.6,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,USD,137200,137200,United States,Senior,Full-time,Remote,United States,M,137.2,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,149000,149000,United States,Mid-level,Full-time,In-person,United States,M,149,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,65300,65300,United States,Mid-level,Full-time,In-person,United States,M,65.3,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,USD,187000,187000,United States,Mid-level,Full-time,Remote,United States,M,187,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,USD,180000,180000,United States,Mid-level,Full-time,Remote,United States,M,180,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,119636,119636,United States,Senior,Full-time,In-person,United States,M,119.6,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,70374,70374,United States,Senior,Full-time,In-person,United States,M,70.4,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,105000,105000,United States,Senior,Full-time,Remote,United States,M,105,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,67000,67000,United States,Senior,Full-time,Remote,United States,M,67,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,102000,102000,United States,Senior,Full-time,Remote,United States,M,102,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,94770,94770,United States,Senior,Full-time,Remote,United States,M,94.8,Data & Analytics Market Benchmark
2023,Data Architect,Data Architecture and Modeling,USD,186000,186000,United States,Senior,Full-time,In-person,United States,M,186,Data & Analytics Market Benchmark
2023,Data Architect,Data Architecture and Modeling,USD,81800,81800,United States,Senior,Full-time,In-person,United States,M,81.8,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,133000,133000,United States,Entry-level,Full-time,In-person,United States,M,133,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,58400,58400,United States,Entry-level,Full-time,In-person,United States,M,58.4,Data & Analytics Market Benchmark
2023,Analytics Engineer,Leadership and Management,USD,169900,169900,United States,Senior,Full-time,Remote,United States,M,169.9,Data & Analytics Market Benchmark
2023,Analytics Engineer,Leadership and Management,USD,164100,164100,United States,Senior,Full-time,Remote,United States,M,164.1,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,305600,305600,United States,Senior,Full-time,In-person,United States,M,305.6,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,172500,172500,United States,Senior,Full-time,In-person,United States,M,172.5,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,105000,105000,United States,Senior,Full-time,Remote,United States,M,105,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,75000,75000,United States,Senior,Full-time,Remote,United States,M,75,Data & Analytics Market Benchmark
2023,Analytics Engineer,Leadership and Management,EUR,34800,37573,Netherlands,Entry-level,Full-time,Remote,Netherlands,M,37.6,Data & Analytics Market Benchmark
2022,AI Research Engineer,Data Science and Research,GBP,30000,36940,United Kingdom,Entry-level,Full-time,Remote,United Kingdom,L,36.9,
2023,Machine Learning Engineer,Machine Learning and AI,USD,180240,180240,United States,Senior,Full-time,In-person,United States,M,180.2,Data & Analytics Market Benchmark
2023,Machine Learning Engineer,Machine Learning and AI,USD,120160,120160,United States,Senior,Full-time,In-person,United States,M,120.2,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,212000,212000,United States,Mid-level,Full-time,In-person,United States,M,212,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,93400,93400,United States,Mid-level,Full-time,In-person,United States,M,93.4,Data & Analytics Market Benchmark
2023,Machine Learning Engineer,Machine Learning and AI,USD,275000,275000,United States,Senior,Full-time,In-person,United States,M,275,Data & Analytics Market Benchmark
2023,Machine Learning Engineer,Machine Learning and AI,USD,170000,170000,United States,Senior,Full-time,In-person,United States,M,170,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,119000,119000,United States,Senior,Full-time,In-person,United States,M,119,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,71400,71400,United States,Senior,Full-time,In-person,United States,M,71.4,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,115950,115950,United States,Mid-level,Full-time,In-person,United States,M,116,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,69570,69570,United States,Mid-level,Full-time,In-person,United States,M,69.6,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,225100,225100,United States,Senior,Full-time,Remote,United States,M,225.1,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,140900,140900,United States,Senior,Full-time,Remote,United States,M,140.9,Data & Analytics Market Benchmark
2023,Data Science Consultant,Data Science and Research,USD,116000,116000,United States,Senior,Full-time,In-person,United States,M,116,Data & Analytics Market Benchmark
2023,Data Science Consultant,Data Science and Research,USD,90000,90000,United States,Senior,Full-time,In-person,United States,M,90,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,212000,212000,United States,Senior,Full-time,In-person,United States,M,212,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,93300,93300,United States,Senior,Full-time,In-person,United States,M,93.3,Data & Analytics Market Benchmark
2023,ML Engineer,Machine Learning and AI,USD,179000,179000,United States,Mid-level,Full-time,In-person,United States,M,179,Data & Analytics Market Benchmark
2023,ML Engineer,Machine Learning and AI,USD,144000,144000,United States,Mid-level,Full-time,In-person,United States,M,144,Data & Analytics Market Benchmark
2023,Research Scientist,Data Science and Research,USD,250800,250800,United States,Entry-level,Full-time,In-person,United States,M,250.8,Data & Analytics Market Benchmark
2023,Research Scientist,Data Science and Research,USD,167200,167200,United States,Entry-level,Full-time,In-person,United States,M,167.2,Data & Analytics Market Benchmark
2023,Research Scientist,Data Science and Research,USD,144000,144000,United States,Mid-level,Full-time,In-person,United States,M,144,Data & Analytics Market Benchmark
2023,Research Scientist,Data Science and Research,USD,76000,76000,United States,Mid-level,Full-time,In-person,United States,M,76,Data & Analytics Market Benchmark
2023,Data Lead,Leadership and Management,USD,230000,230000,United States,Executive,Full-time,In-person,United States,M,230,Data & Analytics Market Benchmark
2023,Data Lead,Leadership and Management,USD,180000,180000,United States,Executive,Full-time,In-person,United States,M,180,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,156450,156450,United States,Entry-level,Full-time,Remote,United States,M,156.5,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,119200,119200,United States,Entry-level,Full-time,Remote,United States,M,119.2,Data & Analytics Market Benchmark
2023,Research Scientist,Data Science and Research,USD,150000,150000,United States,Senior,Full-time,Remote,United States,M,150,Data & Analytics Market Benchmark
2023,Research Scientist,Data Science and Research,USD,130000,130000,United States,Senior,Full-time,Remote,United States,M,130,Data & Analytics Market Benchmark
2023,Head of Data,Leadership and Management,USD,247500,247500,United States,Executive,Full-time,In-person,United States,M,247.5,Data & Analytics Market Benchmark
2023,Head of Data,Leadership and Management,USD,172200,172200,United States,Executive,Full-time,In-person,United States,M,172.2,Data & Analytics Market Benchmark
2023,ML Engineer,Machine Learning and AI,USD,155000,155000,United States,Mid-level,Full-time,In-person,United States,M,155,Data & Analytics Market Benchmark
2023,ML Engineer,Machine Learning and AI,USD,125000,125000,United States,Mid-level,Full-time,In-person,United States,M,125,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,USD,175000,175000,United States,Senior,Full-time,Remote,United States,M,175,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,USD,97500,97500,United States,Senior,Full-time,Remote,United States,M,97.5,Data & Analytics Market Benchmark
2023,Research Scientist,Data Science and Research,USD,220000,220000,United States,Executive,Full-time,In-person,United States,M,220,Data & Analytics Market Benchmark
2023,Research Scientist,Data Science and Research,USD,185000,185000,United States,Executive,Full-time,In-person,United States,M,185,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,100000,100000,United States,Senior,Full-time,In-person,United States,M,100,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,75000,75000,United States,Senior,Full-time,In-person,United States,M,75,Data & Analytics Market Benchmark
2023,Research Scientist,Data Science and Research,USD,303050,303050,United States,Senior,Full-time,In-person,United States,M,303.1,Data & Analytics Market Benchmark
2023,Research Scientist,Data Science and Research,USD,202350,202350,United States,Senior,Full-time,In-person,United States,M,202.4,Data & Analytics Market Benchmark
2023,AI Engineer,Machine Learning and AI,EUR,20000,21593,Portugal,Entry-level,Full-time,Hybrid,Portugal,L,21.6,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,201650,201650,United States,Senior,Full-time,In-person,United States,M,201.7,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,124600,124600,United States,Senior,Full-time,In-person,United States,M,124.6,Data & Analytics Market Benchmark
2023,Business Intelligence Analyst,BI and Visualization,USD,198200,198200,United States,Senior,Full-time,In-person,United States,M,198.2,Data & Analytics Market Benchmark
2023,Business Intelligence Analyst,BI and Visualization,USD,110200,110200,United States,Senior,Full-time,In-person,United States,M,110.2,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,212000,212000,United States,Senior,Full-time,In-person,United States,M,212,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,93400,93400,United States,Senior,Full-time,In-person,United States,M,93.4,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,145000,145000,United States,Senior,Full-time,In-person,United States,M,145,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,110000,110000,United States,Senior,Full-time,In-person,United States,M,110,Data & Analytics Market Benchmark
2023,Business Intelligence Engineer,BI and Visualization,USD,89500,89500,United States,Mid-level,Full-time,Remote,United States,M,89.5,Data & Analytics Market Benchmark
2023,Business Intelligence Engineer,BI and Visualization,USD,65000,65000,United States,Mid-level,Full-time,Remote,United States,M,65,Data & Analytics Market Benchmark
2023,Machine Learning Engineer,Machine Learning and AI,USD,328400,328400,United States,Senior,Full-time,Remote,United States,M,328.4,Data & Analytics Market Benchmark
2023,Machine Learning Engineer,Machine Learning and AI,USD,205600,205600,United States,Senior,Full-time,Remote,United States,M,205.6,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,184800,184800,United States,Senior,Full-time,In-person,United States,M,184.8,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,161900,161900,United States,Senior,Full-time,In-person,United States,M,161.9,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,USD,85000,85000,United States,Entry-level,Full-time,Remote,United States,M,85,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,USD,61800,61800,United States,Entry-level,Full-time,Remote,United States,M,61.8,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,GBP,57500,70748,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,70.7,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,GBP,54500,67056,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,67.1,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,116000,116000,United States,Entry-level,Full-time,In-person,United States,M,116,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,72500,72500,United States,Entry-level,Full-time,In-person,United States,M,72.5,Data & Analytics Market Benchmark
2023,Machine Learning Engineer,Machine Learning and AI,USD,215000,215000,United States,Senior,Full-time,Remote,United States,M,215,Data & Analytics Market Benchmark
2023,Machine Learning Engineer,Machine Learning and AI,USD,169850,169850,United States,Senior,Full-time,Remote,United States,M,169.9,Data & Analytics Market Benchmark
2023,Business Intelligence Engineer,BI and Visualization,USD,225000,225000,United States,Senior,Full-time,In-person,United States,M,225,Data & Analytics Market Benchmark
2023,Business Intelligence Engineer,BI and Visualization,USD,180000,180000,United States,Senior,Full-time,In-person,United States,M,180,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,147400,147400,United States,Senior,Full-time,In-person,United States,M,147.4,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,107682,107682,United States,Senior,Full-time,In-person,United States,M,107.7,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,225300,225300,United States,Mid-level,Full-time,In-person,United States,M,225.3,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,197400,197400,United States,Mid-level,Full-time,In-person,United States,M,197.4,Data & Analytics Market Benchmark
2023,Analytics Engineer,Leadership and Management,USD,160000,160000,United States,Senior,Full-time,In-person,United States,M,160,Data & Analytics Market Benchmark
2023,Analytics Engineer,Leadership and Management,USD,136000,136000,United States,Senior,Full-time,In-person,United States,M,136,Data & Analytics Market Benchmark
2023,Machine Learning Engineer,Machine Learning and AI,USD,204600,204600,United States,Senior,Full-time,In-person,United States,M,204.6,Data & Analytics Market Benchmark
2023,Machine Learning Engineer,Machine Learning and AI,USD,126500,126500,United States,Senior,Full-time,In-person,United States,M,126.5,Data & Analytics Market Benchmark
2023,Data Architect,Data Architecture and Modeling,USD,210000,210000,United States,Senior,Full-time,Remote,United States,M,210,Data & Analytics Market Benchmark
2023,Data Architect,Data Architecture and Modeling,USD,115000,115000,United States,Senior,Full-time,Remote,United States,M,115,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,86500,86500,United States,Entry-level,Full-time,In-person,United States,L,86.5,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,40400,40400,United States,Entry-level,Full-time,In-person,United States,L,40.4,Data & Analytics Market Benchmark
2023,Applied Scientist,Data Science and Research,USD,260000,260000,United States,Senior,Full-time,In-person,United States,L,260,Data & Analytics Market Benchmark
2023,Applied Scientist,Data Science and Research,USD,136000,136000,United States,Senior,Full-time,In-person,United States,L,136,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,329700,329700,United States,Senior,Full-time,In-person,United States,M,329.7,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,192351,192351,United States,Senior,Full-time,In-person,United States,M,192.4,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,USD,280000,280000,United States,Senior,Full-time,In-person,United States,M,280,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,USD,160000,160000,United States,Senior,Full-time,In-person,United States,M,160,Data & Analytics Market Benchmark
2023,Business Intelligence Analyst,BI and Visualization,USD,106700,106700,United States,Mid-level,Full-time,In-person,United States,M,106.7,Data & Analytics Market Benchmark
2023,Business Intelligence Analyst,BI and Visualization,USD,97000,97000,United States,Mid-level,Full-time,In-person,United States,M,97,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,175000,175000,United States,Senior,Full-time,Remote,United States,M,175,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,150000,150000,United States,Senior,Full-time,Remote,United States,M,150,Data & Analytics Market Benchmark
2023,Data Product Manager,Leadership and Management,USD,145000,145000,United States,Senior,Full-time,In-person,United States,M,145,Data & Analytics Market Benchmark
2023,Data Product Manager,Leadership and Management,USD,120000,120000,United States,Senior,Full-time,In-person,United States,M,120,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,USD,88000,88000,United States,Entry-level,Full-time,In-person,United States,M,88,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,USD,60000,60000,United States,Entry-level,Full-time,In-person,United States,M,60,Data & Analytics Market Benchmark
2023,Data Management Specialist,Data Management and Strategy,USD,123000,123000,United States,Senior,Full-time,In-person,United States,M,123,Data & Analytics Market Benchmark
2023,Data Management Specialist,Data Management and Strategy,USD,93593,93593,United States,Senior,Full-time,In-person,United States,M,93.6,Data & Analytics Market Benchmark
2023,ML Engineer,Machine Learning and AI,USD,276000,276000,United States,Senior,Full-time,In-person,United States,M,276,Data & Analytics Market Benchmark
2023,ML Engineer,Machine Learning and AI,USD,174000,174000,United States,Senior,Full-time,In-person,United States,M,174,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,185900,185900,United States,Senior,Full-time,In-person,United States,M,185.9,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,129300,129300,United States,Senior,Full-time,In-person,United States,M,129.3,Data & Analytics Market Benchmark
2023,Machine Learning Engineer,Machine Learning and AI,USD,222405,222405,United States,Senior,Full-time,In-person,United States,M,222.4,Data & Analytics Market Benchmark
2023,Machine Learning Engineer,Machine Learning and AI,USD,172800,172800,United States,Senior,Full-time,In-person,United States,M,172.8,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,120350,120350,United States,Senior,Full-time,Remote,United States,M,120.4,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,74400,74400,United States,Senior,Full-time,Remote,United States,M,74.4,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,USD,205600,205600,United States,Senior,Full-time,In-person,United States,L,205.6,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,USD,105700,105700,United States,Senior,Full-time,In-person,United States,L,105.7,Data & Analytics Market Benchmark
2023,Machine Learning Engineer,Machine Learning and AI,USD,263500,263500,United States,Senior,Full-time,Remote,United States,M,263.5,Data & Analytics Market Benchmark
2023,Machine Learning Engineer,Machine Learning and AI,USD,189360,189360,United States,Senior,Full-time,Remote,United States,M,189.4,Data & Analytics Market Benchmark
2023,Machine Learning Engineer,Machine Learning and AI,USD,192000,192000,Canada,Senior,Full-time,In-person,Canada,M,192,Data & Analytics Market Benchmark
2023,Machine Learning Engineer,Machine Learning and AI,USD,124000,124000,Canada,Senior,Full-time,In-person,Canada,M,124,Data & Analytics Market Benchmark
2023,AI Developer,Machine Learning and AI,USD,230000,230000,United States,Senior,Full-time,In-person,United States,M,230,Data & Analytics Market Benchmark
2023,AI Developer,Machine Learning and AI,USD,124000,124000,United States,Senior,Full-time,In-person,United States,M,124,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,USD,148500,148500,Canada,Senior,Full-time,In-person,Canada,M,148.5,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,USD,82500,82500,Canada,Senior,Full-time,In-person,Canada,M,82.5,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,USD,184800,184800,United States,Senior,Full-time,In-person,United States,M,184.8,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,USD,161900,161900,United States,Senior,Full-time,In-person,United States,M,161.9,Data & Analytics Market Benchmark
2023,Data Architect,Data Architecture and Modeling,USD,310000,310000,United States,Senior,Full-time,Remote,United States,M,310,Data & Analytics Market Benchmark
2023,Data Architect,Data Architecture and Modeling,USD,206000,206000,United States,Senior,Full-time,Remote,United States,M,206,Data & Analytics Market Benchmark
2023,AI Engineer,Machine Learning and AI,USD,372000,372000,United States,Senior,Full-time,In-person,United States,M,372,Data & Analytics Market Benchmark
2023,AI Engineer,Machine Learning and AI,USD,223000,223000,United States,Senior,Full-time,In-person,United States,M,223,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,GBP,140000,172256,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,172.3,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,GBP,100000,123040,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,123,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,95000,95000,United States,Mid-level,Full-time,Remote,United States,M,95,Data & Analytics Market Benchmark
2023,Data Analyst,Data Analysis,USD,80000,80000,United States,Mid-level,Full-time,Remote,United States,M,80,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,131000,131000,United States,Mid-level,Full-time,Remote,United States,M,131,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,110000,110000,United States,Mid-level,Full-time,Remote,United States,M,110,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,USD,148500,148500,Canada,Mid-level,Full-time,In-person,Canada,M,148.5,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,USD,82500,82500,Canada,Mid-level,Full-time,In-person,Canada,M,82.5,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,USD,133000,133000,United States,Mid-level,Full-time,In-person,United States,M,133,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,USD,58400,58400,United States,Mid-level,Full-time,In-person,United States,M,58.4,Data & Analytics Market Benchmark
2023,Data Manager,Leadership and Management,USD,233500,233500,United States,Senior,Full-time,In-person,United States,M,233.5,Data & Analytics Market Benchmark
2023,Data Manager,Leadership and Management,USD,146000,146000,United States,Senior,Full-time,In-person,United States,M,146,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,USD,300000,300000,United States,Senior,Full-time,In-person,United States,M,300,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,USD,130000,130000,United States,Senior,Full-time,In-person,United States,M,130,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,280889,280889,United States,Senior,Full-time,In-person,United States,M,280.9,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,187259,187259,United States,Senior,Full-time,In-person,United States,M,187.3,Data & Analytics Market Benchmark
2023,AI Architect,Machine Learning and AI,USD,305100,305100,United States,Senior,Full-time,Remote,United States,M,305.1,Data & Analytics Market Benchmark
2023,AI Architect,Machine Learning and AI,USD,146900,146900,United States,Senior,Full-time,Remote,United States,M,146.9,Data & Analytics Market Benchmark
2023,Business Intelligence Analyst,BI and Visualization,USD,78800,78800,United States,Entry-level,Full-time,In-person,United States,M,78.8,Data & Analytics Market Benchmark
2023,Business Intelligence Analyst,BI and Visualization,USD,44100,44100,United States,Entry-level,Full-time,In-person,United States,M,44.1,Data & Analytics Market Benchmark
2023,MLOps Engineer,Machine Learning and AI,USD,166000,166000,United States,Mid-level,Full-time,In-person,United States,M,166,Data & Analytics Market Benchmark
2023,MLOps Engineer,Machine Learning and AI,USD,73100,73100,United States,Mid-level,Full-time,In-person,United States,M,73.1,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,150000,150000,United States,Senior,Full-time,Remote,United States,M,150,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,80000,80000,United States,Senior,Full-time,Remote,United States,M,80,Data & Analytics Market Benchmark
2023,Analytics Engineer,Leadership and Management,USD,150000,150000,United States,Senior,Full-time,Remote,United States,M,150,Data & Analytics Market Benchmark
2023,Analytics Engineer,Leadership and Management,USD,80000,80000,United States,Senior,Full-time,Remote,United States,M,80,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,170000,170000,United States,Senior,Full-time,In-person,United States,M,170,Data & Analytics Market Benchmark
2023,Data Scientist,Data Science and Research,USD,120000,120000,United States,Senior,Full-time,In-person,United States,M,120,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,USD,110000,110000,United States,Senior,Full-time,In-person,United States,M,110,Data & Analytics Market Benchmark
2023,Data Engineer,Data Engineering,USD,90000,90000,United States,Senior,Full-time,In-person,United States,M,90,Data & Analytics Market Benchmark
2023,Business Intelligence Engineer,BI and Visualization,USD,202800,202800,United States,Senior,Full-time,In-person,United States,L,202.8,Data & Analytics Market Benchmark
2023,Business Intelligence Engineer,BI and Visualization,USD,104300,104300,United States,Senior,Full-time,In-person,United States,L,104.3,Data & Analytics Market Benchmark
